time_s,well,pw_pa,q_m3s,qw_m3s,qo_m3s,qg_m3s
196992000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
196992000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
196992000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
199584000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
199584000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
199584000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
199584000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
199584000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
202176000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
202176000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
202176000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
202176000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
202176000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
204768000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
204768000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
204768000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
204768000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
204768000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
207360000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
207360000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
207360000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
207360000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
207360000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
209952000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
209952000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
209952000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
209952000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
209952000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
212544000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
212544000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
212544000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
212544000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
212544000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
215136000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
215136000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
215136000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
215136000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
215136000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
217728000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
217728000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
217728000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
217728000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
217728000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
220320000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
220320000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
220320000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
220320000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
220320000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
222912000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
222912000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
222912000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
222912000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
222912000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
225504000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
225504000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
225504000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
225504000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
225504000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
228096000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
228096000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
228096000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
228096000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
228096000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
230688000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
230688000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
230688000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
230688000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
230688000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
233280000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
233280000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
233280000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
233280000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
233280000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
235872000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
235872000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
235872000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
235872000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
235872000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
238464000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
238464000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
238464000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
238464000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
238464000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
241056000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
241056000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
241056000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
241056000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
241056000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
243648000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
243648000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
243648000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
243648000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
243648000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
246240000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
246240000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
246240000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
246240000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
246240000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
248832000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
248832000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
248832000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
248832000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
248832000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
251424000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
251424000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
251424000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
251424000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
251424000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
254016000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
254016000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
254016000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
254016000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
254016000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
256608000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
256608000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
256608000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
256608000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
256608000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
259200000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
259200000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
259200000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
259200000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
259200000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
261792000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
261792000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
261792000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
261792000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
261792000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
264384000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
264384000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
264384000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
264384000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
264384000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
266976000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
266976000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
266976000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
266976000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
266976000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
269568000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
269568000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
269568000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
269568000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
269568000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
272160000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
272160000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
272160000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
272160000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
272160000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
274752000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
274752000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
274752000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
274752000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
274752000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
277344000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
277344000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
277344000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
277344000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
277344000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
279936000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
279936000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
279936000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
279936000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
279936000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
282528000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
282528000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
282528000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
282528000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
282528000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
285120000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
285120000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
285120000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
285120000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
285120000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
287712000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
287712000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
287712000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
287712000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
287712000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
290304000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
290304000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
290304000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
290304000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
290304000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
292896000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
292896000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
292896000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
292896000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
292896000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
295488000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
295488000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
295488000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
295488000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
295488000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
298080000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
298080000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
298080000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
298080000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
298080000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
300672000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
300672000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
300672000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
300672000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
300672000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
303264000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
303264000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
303264000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
303264000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
303264000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
305856000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
305856000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
305856000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
305856000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
305856000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
308448000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
308448000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
308448000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
308448000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
308448000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
311040000,INJ,19325000,8.33333333e-08,0,0,8.33333333e-08
311040000,PROD1,19000000,-1.31643519e-08,0,-1.31643519e-08,0
311040000,PROD2,19000000,-3.20972222e-08,0,-3.20972222e-08,0
311040000,PROD3,19000000,-3.20972222e-08,0,-3.20972222e-08,0
311040000,PROD4,19000000,-7.45266204e-09,0,-7.45266204e-09,0
