cell,i,j,k,x_m,y_m,z_m
2704,4,0,12,0.09,0.01,0.25
2705,5,0,12,0.11,0.01,0.25
2706,6,0,12,0.13,0.01,0.25
2707,7,0,12,0.15,0.01,0.25
2708,8,0,12,0.17,0.01,0.25
2709,9,0,12,0.19,0.01,0.25
2710,10,0,12,0.21,0.01,0.25
2711,11,0,12,0.23,0.01,0.25
2712,12,0,12,0.25,0.01,0.25
2713,13,0,12,0.27,0.01,0.25
2714,14,0,12,0.29,0.01,0.25
2715,0,1,12,0.01,0.03,0.25
2716,1,1,12,0.03,0.03,0.25
2717,2,1,12,0.05,0.03,0.25
2718,3,1,12,0.07,0.03,0.25
2719,4,1,12,0.09,0.03,0.25
2720,5,1,12,0.11,0.03,0.25
2721,6,1,12,0.13,0.03,0.25
2722,7,1,12,0.15,0.03,0.25
2723,8,1,12,0.17,0.03,0.25
2724,9,1,12,0.19,0.03,0.25
2725,10,1,12,0.21,0.03,0.25
2726,11,1,12,0.23,0.03,0.25
2727,12,1,12,0.25,0.03,0.25
2728,13,1,12,0.27,0.03,0.25
2729,14,1,12,0.29,0.03,0.25
2730,0,2,12,0.01,0.05,0.25
2731,1,2,12,0.03,0.05,0.25
2732,2,2,12,0.05,0.05,0.25
2733,3,2,12,0.07,0.05,0.25
2734,4,2,12,0.09,0.05,0.25
2735,5,2,12,0.11,0.05,0.25
2736,6,2,12,0.13,0.05,0.25
2737,7,2,12,0.15,0.05,0.25
2738,8,2,12,0.17,0.05,0.25
2739,9,2,12,0.19,0.05,0.25
2740,10,2,12,0.21,0.05,0.25
2741,11,2,12,0.23,0.05,0.25
2742,12,2,12,0.25,0.05,0.25
2743,13,2,12,0.27,0.05,0.25
2744,14,2,12,0.29,0.05,0.25
2745,0,3,12,0.01,0.07,0.25
2746,1,3,12,0.03,0.07,0.25
2747,2,3,12,0.05,0.07,0.25
2748,3,3,12,0.07,0.07,0.25
2749,4,3,12,0.09,0.07,0.25
2750,5,3,12,0.11,0.07,0.25
2751,6,3,12,0.13,0.07,0.25
2752,7,3,12,0.15,0.07,0.25
2753,8,3,12,0.17,0.07,0.25
2754,9,3,12,0.19,0.07,0.25
2755,10,3,12,0.21,0.07,0.25
2756,11,3,12,0.23,0.07,0.25
2757,12,3,12,0.25,0.07,0.25
2758,13,3,12,0.27,0.07,0.25
2759,14,3,12,0.29,0.07,0.25
2760,0,4,12,0.01,0.09,0.25
2761,1,4,12,0.03,0.09,0.25
2762,2,4,12,0.05,0.09,0.25
2763,3,4,12,0.07,0.09,0.25
2764,4,4,12,0.09,0.09,0.25
2765,5,4,12,0.11,0.09,0.25
2766,6,4,12,0.13,0.09,0.25
2767,7,4,12,0.15,0.09,0.25
2768,8,4,12,0.17,0.09,0.25
2769,9,4,12,0.19,0.09,0.25
2770,10,4,12,0.21,0.09,0.25
2771,11,4,12,0.23,0.09,0.25
2772,12,4,12,0.25,0.09,0.25
2773,13,4,12,0.27,0.09,0.25
2774,14,4,12,0.29,0.09,0.25
2775,0,5,12,0.01,0.11,0.25
2776,1,5,12,0.03,0.11,0.25
2777,2,5,12,0.05,0.11,0.25
2778,3,5,12,0.07,0.11,0.25
2779,4,5,12,0.09,0.11,0.25
2780,5,5,12,0.11,0.11,0.25
2781,6,5,12,0.13,0.11,0.25
2782,7,5,12,0.15,0.11,0.25
2783,8,5,12,0.17,0.11,0.25
2784,9,5,12,0.19,0.11,0.25
2785,10,5,12,0.21,0.11,0.25
2786,11,5,12,0.23,0.11,0.25
2787,12,5,12,0.25,0.11,0.25
2788,13,5,12,0.27,0.11,0.25
2789,14,5,12,0.29,0.11,0.25
2790,0,6,12,0.01,0.13,0.25
2791,1,6,12,0.03,0.13,0.25
2792,2,6,12,0.05,0.13,0.25
2793,3,6,12,0.07,0.13,0.25
2794,4,6,12,0.09,0.13,0.25
2795,5,6,12,0.11,0.13,0.25
2796,6,6,12,0.13,0.13,0.25
2797,7,6,12,0.15,0.13,0.25
2798,8,6,12,0.17,0.13,0.25
2799,9,6,12,0.19,0.13,0.25
2800,10,6,12,0.21,0.13,0.25
2801,11,6,12,0.23,0.13,0.25
2802,12,6,12,0.25,0.13,0.25
2803,13,6,12,0.27,0.13,0.25
2804,14,6,12,0.29,0.13,0.25
2805,0,7,12,0.01,0.15,0.25
2806,1,7,12,0.03,0.15,0.25
2807,2,7,12,0.05,0.15,0.25
2808,3,7,12,0.07,0.15,0.25
2809,4,7,12,0.09,0.15,0.25
2810,5,7,12,0.11,0.15,0.25
2811,6,7,12,0.13,0.15,0.25
2812,7,7,12,0.15,0.15,0.25
2813,8,7,12,0.17,0.15,0.25
2814,9,7,12,0.19,0.15,0.25
2815,10,7,12,0.21,0.15,0.25
2816,11,7,12,0.23,0.15,0.25
2817,12,7,12,0.25,0.15,0.25
2818,13,7,12,0.27,0.15,0.25
2819,14,7,12,0.29,0.15,0.25
2820,0,8,12,0.01,0.17,0.25
2821,1,8,12,0.03,0.17,0.25
2822,2,8,12,0.05,0.17,0.25
2823,3,8,12,0.07,0.17,0.25
2824,4,8,12,0.09,0.17,0.25
2825,5,8,12,0.11,0.17,0.25
2826,6,8,12,0.13,0.17,0.25
2827,7,8,12,0.15,0.17,0.25
2828,8,8,12,0.17,0.17,0.25
2829,9,8,12,0.19,0.17,0.25
2830,10,8,12,0.21,0.17,0.25
2831,11,8,12,0.23,0.17,0.25
2832,12,8,12,0.25,0.17,0.25
2833,13,8,12,0.27,0.17,0.25
2834,14,8,12,0.29,0.17,0.25
2835,0,9,12,0.01,0.19,0.25
2836,1,9,12,0.03,0.19,0.25
2837,2,9,12,0.05,0.19,0.25
2838,3,9,12,0.07,0.19,0.25
2839,4,9,12,0.09,0.19,0.25
2840,5,9,12,0.11,0.19,0.25
2841,6,9,12,0.13,0.19,0.25
2842,7,9,12,0.15,0.19,0.25
2843,8,9,12,0.17,0.19,0.25
2844,9,9,12,0.19,0.19,0.25
2845,10,9,12,0.21,0.19,0.25
2846,11,9,12,0.23,0.19,0.25
2847,12,9,12,0.25,0.19,0.25
2848,13,9,12,0.27,0.19,0.25
2849,14,9,12,0.29,0.19,0.25
2850,0,10,12,0.01,0.21,0.25
2851,1,10,12,0.03,0.21,0.25
2852,2,10,12,0.05,0.21,0.25
2853,3,10,12,0.07,0.21,0.25
2854,4,10,12,0.09,0.21,0.25
2855,5,10,12,0.11,0.21,0.25
2856,6,10,12,0.13,0.21,0.25
2857,7,10,12,0.15,0.21,0.25
2858,8,10,12,0.17,0.21,0.25
2859,9,10,12,0.19,0.21,0.25
2860,10,10,12,0.21,0.21,0.25
2861,11,10,12,0.23,0.21,0.25
2862,12,10,12,0.25,0.21,0.25
2863,13,10,12,0.27,0.21,0.25
2864,14,10,12,0.29,0.21,0.25
2865,0,11,12,0.01,0.23,0.25
2866,1,11,12,0.03,0.23,0.25
2867,2,11,12,0.05,0.23,0.25
2868,3,11,12,0.07,0.23,0.25
2869,4,11,12,0.09,0.23,0.25
2870,5,11,12,0.11,0.23,0.25
2871,6,11,12,0.13,0.23,0.25
2872,7,11,12,0.15,0.23,0.25
2873,8,11,12,0.17,0.23,0.25
2874,9,11,12,0.19,0.23,0.25
2875,10,11,12,0.21,0.23,0.25
2876,11,11,12,0.23,0.23,0.25
2877,12,11,12,0.25,0.23,0.25
2878,13,11,12,0.27,0.23,0.25
2879,14,11,12,0.29,0.23,0.25
2880,0,12,12,0.01,0.25,0.25
2881,1,12,12,0.03,0.25,0.25
2882,2,12,12,0.05,0.25,0.25
2883,3,12,12,0.07,0.25,0.25
2884,4,12,12,0.09,0.25,0.25
2885,5,12,12,0.11,0.25,0.25
2886,6,12,12,0.13,0.25,0.25
2887,7,12,12,0.15,0.25,0.25
2888,8,12,12,0.17,0.25,0.25
2889,9,12,12,0.19,0.25,0.25
2890,10,12,12,0.21,0.25,0.25
2891,11,12,12,0.23,0.25,0.25
2892,12,12,12,0.25,0.25,0.25
2893,13,12,12,0.27,0.25,0.25
2894,14,12,12,0.29,0.25,0.25
2895,0,13,12,0.01,0.27,0.25
2896,1,13,12,0.03,0.27,0.25
2897,2,13,12,0.05,0.27,0.25
2898,3,13,12,0.07,0.27,0.25
2899,4,13,12,0.09,0.27,0.25
2900,5,13,12,0.11,0.27,0.25
2901,6,13,12,0.13,0.27,0.25
2902,7,13,12,0.15,0.27,0.25
2903,8,13,12,0.17,0.27,0.25
2904,9,13,12,0.19,0.27,0.25
2905,10,13,12,0.21,0.27,0.25
2906,11,13,12,0.23,0.27,0.25
2907,12,13,12,0.25,0.27,0.25
2908,13,13,12,0.27,0.27,0.25
2909,14,13,12,0.29,0.27,0.25
2910,0,14,12,0.01,0.29,0.25
2911,1,14,12,0.03,0.29,0.25
2912,2,14,12,0.05,0.29,0.25
2913,3,14,12,0.07,0.29,0.25
2914,4,14,12,0.09,0.29,0.25
2915,5,14,12,0.11,0.29,0.25
2916,6,14,12,0.13,0.29,0.25
2917,7,14,12,0.15,0.29,0.25
2918,8,14,12,0.17,0.29,0.25
2919,9,14,12,0.19,0.29,0.25
2920,10,14,12,0.21,0.29,0.25
2921,11,14,12,0.23,0.29,0.25
2922,12,14,12,0.25,0.29,0.25
2923,13,14,12,0.27,0.29,0.25
2924,14,14,12,0.29,0.29,0.25
2925,0,0,13,0.01,0.01,0.27
2926,1,0,13,0.03,0.01,0.27
2927,2,0,13,0.05,0.01,0.27
2928,3,0,13,0.07,0.01,0.27
2929,4,0,13,0.09,0.01,0.27
2930,5,0,13,0.11,0.01,0.27
2931,6,0,13,0.13,0.01,0.27
2932,7,0,13,0.15,0.01,0.27
2933,8,0,13,0.17,0.01,0.27
2934,9,0,13,0.19,0.01,0.27
2935,10,0,13,0.21,0.01,0.27
2936,11,0,13,0.23,0.01,0.27
2937,12,0,13,0.25,0.01,0.27
2938,13,0,13,0.27,0.01,0.27
2939,14,0,13,0.29,0.01,0.27
2940,0,1,13,0.01,0.03,0.27
2941,1,1,13,0.03,0.03,0.27
2942,2,1,13,0.05,0.03,0.27
2943,3,1,13,0.07,0.03,0.27
2944,4,1,13,0.09,0.03,0.27
2945,5,1,13,0.11,0.03,0.27
2946,6,1,13,0.13,0.03,0.27
2947,7,1,13,0.15,0.03,0.27
2948,8,1,13,0.17,0.03,0.27
2949,9,1,13,0.19,0.03,0.27
2950,10,1,13,0.21,0.03,0.27
2951,11,1,13,0.23,0.03,0.27
2952,12,1,13,0.25,0.03,0.27
2953,13,1,13,0.27,0.03,0.27
2954,14,1,13,0.29,0.03,0.27
2955,0,2,13,0.01,0.05,0.27
2956,1,2,13,0.03,0.05,0.27
2957,2,2,13,0.05,0.05,0.27
2958,3,2,13,0.07,0.05,0.27
2959,4,2,13,0.09,0.05,0.27
2960,5,2,13,0.11,0.05,0.27
2961,6,2,13,0.13,0.05,0.27
2962,7,2,13,0.15,0.05,0.27
2963,8,2,13,0.17,0.05,0.27
2964,9,2,13,0.19,0.05,0.27
2965,10,2,13,0.21,0.05,0.27
2966,11,2,13,0.23,0.05,0.27
2967,12,2,13,0.25,0.05,0.27
2968,13,2,13,0.27,0.05,0.27
2969,14,2,13,0.29,0.05,0.27
2970,0,3,13,0.01,0.07,0.27
2971,1,3,13,0.03,0.07,0.27
2972,2,3,13,0.05,0.07,0.27
2973,3,3,13,0.07,0.07,0.27
2974,4,3,13,0.09,0.07,0.27
2975,5,3,13,0.11,0.07,0.27
2976,6,3,13,0.13,0.07,0.27
2977,7,3,13,0.15,0.07,0.27
2978,8,3,13,0.17,0.07,0.27
2979,9,3,13,0.19,0.07,0.27
2980,10,3,13,0.21,0.07,0.27
2981,11,3,13,0.23,0.07,0.27
2982,12,3,13,0.25,0.07,0.27
2983,13,3,13,0.27,0.07,0.27
2984,14,3,13,0.29,0.07,0.27
2985,0,4,13,0.01,0.09,0.27
2986,1,4,13,0.03,0.09,0.27
2987,2,4,13,0.05,0.09,0.27
2988,3,4,13,0.07,0.09,0.27
2989,4,4,13,0.09,0.09,0.27
2990,5,4,13,0.11,0.09,0.27
2991,6,4,13,0.13,0.09,0.27
2992,7,4,13,0.15,0.09,0.27
2993,8,4,13,0.17,0.09,0.27
2994,9,4,13,0.19,0.09,0.27
2995,10,4,13,0.21,0.09,0.27
2996,11,4,13,0.23,0.09,0.27
2997,12,4,13,0.25,0.09,0.27
2998,13,4,13,0.27,0.09,0.27
2999,14,4,13,0.29,0.09,0.27
3000,0,5,13,0.01,0.11,0.27
3001,1,5,13,0.03,0.11,0.27
3002,2,5,13,0.05,0.11,0.27
3003,3,5,13,0.07,0.11,0.27
3004,4,5,13,0.09,0.11,0.27
3005,5,5,13,0.11,0.11,0.27
3006,6,5,13,0.13,0.11,0.27
3007,7,5,13,0.15,0.11,0.27
3008,8,5,13,0.17,0.11,0.27
3009,9,5,13,0.19,0.11,0.27
3010,10,5,13,0.21,0.11,0.27
3011,11,5,13,0.23,0.11,0.27
3012,12,5,13,0.25,0.11,0.27
3013,13,5,13,0.27,0.11,0.27
3014,14,5,13,0.29,0.11,0.27
3015,0,6,13,0.01,0.13,0.27
3016,1,6,13,0.03,0.13,0.27
3017,2,6,13,0.05,0.13,0.27
3018,3,6,13,0.07,0.13,0.27
3019,4,6,13,0.09,0.13,0.27
3020,5,6,13,0.11,0.13,0.27
3021,6,6,13,0.13,0.13,0.27
3022,7,6,13,0.15,0.13,0.27
3023,8,6,13,0.17,0.13,0.27
3024,9,6,13,0.19,0.13,0.27
3025,10,6,13,0.21,0.13,0.27
3026,11,6,13,0.23,0.13,0.27
3027,12,6,13,0.25,0.13,0.27
3028,13,6,13,0.27,0.13,0.27
3029,14,6,13,0.29,0.13,0.27
3030,0,7,13,0.01,0.15,0.27
3031,1,7,13,0.03,0.15,0.27
3032,2,7,13,0.05,0.15,0.27
3033,3,7,13,0.07,0.15,0.27
3034,4,7,13,0.09,0.15,0.27
3035,5,7,13,0.11,0.15,0.27
3036,6,7,13,0.13,0.15,0.27
3037,7,7,13,0.15,0.15,0.27
3038,8,7,13,0.17,0.15,0.27
3039,9,7,13,0.19,0.15,0.27
3040,10,7,13,0.21,0.15,0.27
3041,11,7,13,0.23,0.15,0.27
3042,12,7,13,0.25,0.15,0.27
3043,13,7,13,0.27,0.15,0.27
3044,14,7,13,0.29,0.15,0.27
3045,0,8,13,0.01,0.17,0.27
3046,1,8,13,0.03,0.17,0.27
3047,2,8,13,0.05,0.17,0.27
3048,3,8,13,0.07,0.17,0.27
3049,4,8,13,0.09,0.17,0.27
3050,5,8,13,0.11,0.17,0.27
3051,6,8,13,0.13,0.17,0.27
3052,7,8,13,0.15,0.17,0.27
3053,8,8,13,0.17,0.17,0.27
3054,9,8,13,0.19,0.17,0.27
3055,10,8,13,0.21,0.17,0.27
3056,11,8,13,0.23,0.17,0.27
3057,12,8,13,0.25,0.17,0.27
3058,13,8,13,0.27,0.17,0.27
3059,14,8,13,0.29,0.17,0.27
3060,0,9,13,0.01,0.19,0.27
3061,1,9,13,0.03,0.19,0.27
3062,2,9,13,0.05,0.19,0.27
3063,3,9,13,0.07,0.19,0.27
3064,4,9,13,0.09,0.19,0.27
3065,5,9,13,0.11,0.19,0.27
3066,6,9,13,0.13,0.19,0.27
3067,7,9,13,0.15,0.19,0.27
3068,8,9,13,0.17,0.19,0.27
3069,9,9,13,0.19,0.19,0.27
3070,10,9,13,0.21,0.19,0.27
3071,11,9,13,0.23,0.19,0.27
3072,12,9,13,0.25,0.19,0.27
3073,13,9,13,0.27,0.19,0.27
3074,14,9,13,0.29,0.19,0.27
3075,0,10,13,0.01,0.21,0.27
3076,1,10,13,0.03,0.21,0.27
3077,2,10,13,0.05,0.21,0.27
3078,3,10,13,0.07,0.21,0.27
3079,4,10,13,0.09,0.21,0.27
3080,5,10,13,0.11,0.21,0.27
3081,6,10,13,0.13,0.21,0.27
3082,7,10,13,0.15,0.21,0.27
3083,8,10,13,0.17,0.21,0.27
3084,9,10,13,0.19,0.21,0.27
3085,10,10,13,0.21,0.21,0.27
3086,11,10,13,0.23,0.21,0.27
3087,12,10,13,0.25,0.21,0.27
3088,13,10,13,0.27,0.21,0.27
3089,14,10,13,0.29,0.21,0.27
3090,0,11,13,0.01,0.23,0.27
3091,1,11,13,0.03,0.23,0.27
3092,2,11,13,0.05,0.23,0.27
3093,3,11,13,0.07,0.23,0.27
3094,4,11,13,0.09,0.23,0.27
3095,5,11,13,0.11,0.23,0.27
3096,6,11,13,0.13,0.23,0.27
3097,7,11,13,0.15,0.23,0.27
3098,8,11,13,0.17,0.23,0.27
3099,9,11,13,0.19,0.23,0.27
3100,10,11,13,0.21,0.23,0.27
3101,11,11,13,0.23,0.23,0.27
3102,12,11,13,0.25,0.23,0.27
3103,13,11,13,0.27,0.23,0.27
3104,14,11,13,0.29,0.23,0.27
3105,0,12,13,0.01,0.25,0.27
3106,1,12,13,0.03,0.25,0.27
3107,2,12,13,0.05,0.25,0.27
3108,3,12,13,0.07,0.25,0.27
3109,4,12,13,0.09,0.25,0.27
3110,5,12,13,0.11,0.25,0.27
3111,6,12,13,0.13,0.25,0.27
3112,7,12,13,0.15,0.25,0.27
3113,8,12,13,0.17,0.25,0.27
3114,9,12,13,0.19,0.25,0.27
3115,10,12,13,0.21,0.25,0.27
3116,11,12,13,0.23,0.25,0.27
3117,12,12,13,0.25,0.25,0.27
3118,13,12,13,0.27,0.25,0.27
3119,14,12,13,0.29,0.25,0.27
3120,0,13,13,0.01,0.27,0.27
3121,1,13,13,0.03,0.27,0.27
3122,2,13,13,0.05,0.27,0.27
3123,3,13,13,0.07,0.27,0.27
3124,4,13,13,0.09,0.27,0.27
3125,5,13,13,0.11,0.27,0.27
3126,6,13,13,0.13,0.27,0.27
3127,7,13,13,0.15,0.27,0.27
3128,8,13,13,0.17,0.27,0.27
3129,9,13,13,0.19,0.27,0.27
3130,10,13,13,0.21,0.27,0.27
3131,11,13,13,0.23,0.27,0.27
3132,12,13,13,0.25,0.27,0.27
3133,13,13,13,0.27,0.27,0.27
3134,14,13,13,0.29,0.27,0.27
3135,0,14,13,0.01,0.29,0.27
3136,1,14,13,0.03,0.29,0.27
3137,2,14,13,0.05,0.29,0.27
3138,3,14,13,0.07,0.29,0.27
3139,4,14,13,0.09,0.29,0.27
3140,5,14,13,0.11,0.29,0.27
3141,6,14,13,0.13,0.29,0.27
3142,7,14,13,0.15,0.29,0.27
3143,8,14,13,0.17,0.29,0.27
3144,9,14,13,0.19,0.29,0.27
3145,10,14,13,0.21,0.29,0.27
3146,11,14,13,0.23,0.29,0.27
3147,12,14,13,0.25,0.29,0.27
3148,13,14,13,0.27,0.29,0.27
3149,14,14,13,0.29,0.29,0.27
3150,0,0,14,0.01,0.01,0.29
3151,1,0,14,0.03,0.01,0.29
3152,2,0,14,0.05,0.01,0.29
3153,3,0,14,0.07,0.01,0.29
3154,4,0,14,0.09,0.01,0.29
3155,5,0,14,0.11,0.01,0.29
3156,6,0,14,0.13,0.01,0.29
3157,7,0,14,0.15,0.01,0.29
3158,8,0,14,0.17,0.01,0.29
3159,9,0,14,0.19,0.01,0.29
3160,10,0,14,0.21,0.01,0.29
3161,11,0,14,0.23,0.01,0.29
3162,12,0,14,0.25,0.01,0.29
3163,13,0,14,0.27,0.01,0.29
3164,14,0,14,0.29,0.01,0.29
3165,0,1,14,0.01,0.03,0.29
3166,1,1,14,0.03,0.03,0.29
3167,2,1,14,0.05,0.03,0.29
3168,3,1,14,0.07,0.03,0.29
3169,4,1,14,0.09,0.03,0.29
3170,5,1,14,0.11,0.03,0.29
3171,6,1,14,0.13,0.03,0.29
3172,7,1,14,0.15,0.03,0.29
3173,8,1,14,0.17,0.03,0.29
3174,9,1,14,0.19,0.03,0.29
3175,10,1,14,0.21,0.03,0.29
3176,11,1,14,0.23,0.03,0.29
3177,12,1,14,0.25,0.03,0.29
3178,13,1,14,0.27,0.03,0.29
3179,14,1,14,0.29,0.03,0.29
3180,0,2,14,0.01,0.05,0.29
3181,1,2,14,0.03,0.05,0.29
3182,2,2,14,0.05,0.05,0.29
3183,3,2,14,0.07,0.05,0.29
3184,4,2,14,0.09,0.05,0.29
3185,5,2,14,0.11,0.05,0.29
3186,6,2,14,0.13,0.05,0.29
3187,7,2,14,0.15,0.05,0.29
3188,8,2,14,0.17,0.05,0.29
3189,9,2,14,0.19,0.05,0.29
3190,10,2,14,0.21,0.05,0.29
3191,11,2,14,0.23,0.05,0.29
3192,12,2,14,0.25,0.05,0.29
3193,13,2,14,0.27,0.05,0.29
3194,14,2,14,0.29,0.05,0.29
3195,0,3,14,0.01,0.07,0.29
3196,1,3,14,0.03,0.07,0.29
3197,2,3,14,0.05,0.07,0.29
3198,3,3,14,0.07,0.07,0.29
3199,4,3,14,0.09,0.07,0.29
3200,5,3,14,0.11,0.07,0.29
3201,6,3,14,0.13,0.07,0.29
3202,7,3,14,0.15,0.07,0.29
3203,8,3,14,0.17,0.07,0.29
3204,9,3,14,0.19,0.07,0.29
3205,10,3,14,0.21,0.07,0.29
3206,11,3,14,0.23,0.07,0.29
3207,12,3,14,0.25,0.07,0.29
3208,13,3,14,0.27,0.07,0.29
3209,14,3,14,0.29,0.07,0.29
3210,0,4,14,0.01,0.09,0.29
3211,1,4,14,0.03,0.09,0.29
3212,2,4,14,0.05,0.09,0.29
3213,3,4,14,0.07,0.09,0.29
3214,4,4,14,0.09,0.09,0.29
3215,5,4,14,0.11,0.09,0.29
3216,6,4,14,0.13,0.09,0.29
3217,7,4,14,0.15,0.09,0.29
3218,8,4,14,0.17,0.09,0.29
3219,9,4,14,0.19,0.09,0.29
3220,10,4,14,0.21,0.09,0.29
3221,11,4,14,0.23,0.09,0.29
3222,12,4,14,0.25,0.09,0.29
3223,13,4,14,0.27,0.09,0.29
3224,14,4,14,0.29,0.09,0.29
3225,0,5,14,0.01,0.11,0.29
3226,1,5,14,0.03,0.11,0.29
3227,2,5,14,0.05,0.11,0.29
3228,3,5,14,0.07,0.11,0.29
3229,4,5,14,0.09,0.11,0.29
3230,5,5,14,0.11,0.11,0.29
3231,6,5,14,0.13,0.11,0.29
3232,7,5,14,0.15,0.11,0.29
3233,8,5,14,0.17,0.11,0.29
3234,9,5,14,0.19,0.11,0.29
3235,10,5,14,0.21,0.11,0.29
3236,11,5,14,0.23,0.11,0.29
3237,12,5,14,0.25,0.11,0.29
3238,13,5,14,0.27,0.11,0.29
3239,14,5,14,0.29,0.11,0.29
3240,0,6,14,0.01,0.13,0.29
3241,1,6,14,0.03,0.13,0.29
3242,2,6,14,0.05,0.13,0.29
3243,3,6,14,0.07,0.13,0.29
3244,4,6,14,0.09,0.13,0.29
3245,5,6,14,0.11,0.13,0.29
3246,6,6,14,0.13,0.13,0.29
3247,7,6,14,0.15,0.13,0.29
3248,8,6,14,0.17,0.13,0.29
3249,9,6,14,0.19,0.13,0.29
3250,10,6,14,0.21,0.13,0.29
3251,11,6,14,0.23,0.13,0.29
3252,12,6,14,0.25,0.13,0.29
3253,13,6,14,0.27,0.13,0.29
3254,14,6,14,0.29,0.13,0.29
3255,0,7,14,0.01,0.15,0.29
3256,1,7,14,0.03,0.15,0.29
3257,2,7,14,0.05,0.15,0.29
3258,3,7,14,0.07,0.15,0.29
3259,4,7,14,0.09,0.15,0.29
3260,5,7,14,0.11,0.15,0.29
3261,6,7,14,0.13,0.15,0.29
3262,7,7,14,0.15,0.15,0.29
3263,8,7,14,0.17,0.15,0.29
3264,9,7,14,0.19,0.15,0.29
3265,10,7,14,0.21,0.15,0.29
3266,11,7,14,0.23,0.15,0.29
3267,12,7,14,0.25,0.15,0.29
3268,13,7,14,0.27,0.15,0.29
3269,14,7,14,0.29,0.15,0.29
3270,0,8,14,0.01,0.17,0.29
3271,1,8,14,0.03,0.17,0.29
3272,2,8,14,0.05,0.17,0.29
3273,3,8,14,0.07,0.17,0.29
3274,4,8,14,0.09,0.17,0.29
3275,5,8,14,0.11,0.17,0.29
3276,6,8,14,0.13,0.17,0.29
3277,7,8,14,0.15,0.17,0.29
3278,8,8,14,0.17,0.17,0.29
3279,9,8,14,0.19,0.17,0.29
3280,10,8,14,0.21,0.17,0.29
3281,11,8,14,0.23,0.17,0.29
3282,12,8,14,0.25,0.17,0.29
3283,13,8,14,0.27,0.17,0.29
3284,14,8,14,0.29,0.17,0.29
3285,0,9,14,0.01,0.19,0.29
3286,1,9,14,0.03,0.19,0.29
3287,2,9,14,0.05,0.19,0.29
3288,3,9,14,0.07,0.19,0.29
3289,4,9,14,0.09,0.19,0.29
3290,5,9,14,0.11,0.19,0.29
3291,6,9,14,0.13,0.19,0.29
3292,7,9,14,0.15,0.19,0.29
3293,8,9,14,0.17,0.19,0.29
3294,9,9,14,0.19,0.19,0.29
3295,10,9,14,0.21,0.19,0.29
3296,11,9,14,0.23,0.19,0.29
3297,12,9,14,0.25,0.19,0.29
3298,13,9,14,0.27,0.19,0.29
3299,14,9,14,0.29,0.19,0.29
3300,0,10,14,0.01,0.21,0.29
3301,1,10,14,0.03,0.21,0.29
3302,2,10,14,0.05,0.21,0.29
3303,3,10,14,0.07,0.21,0.29
3304,4,10,14,0.09,0.21,0.29
3305,5,10,14,0.11,0.21,0.29
3306,6,10,14,0.13,0.21,0.29
3307,7,10,14,0.15,0.21,0.29
3308,8,10,14,0.17,0.21,0.29
3309,9,10,14,0.19,0.21,0.29
3310,10,10,14,0.21,0.21,0.29
3311,11,10,14,0.23,0.21,0.29
3312,12,10,14,0.25,0.21,0.29
3313,13,10,14,0.27,0.21,0.29
3314,14,10,14,0.29,0.21,0.29
3315,0,11,14,0.01,0.23,0.29
3316,1,11,14,0.03,0.23,0.29
3317,2,11,14,0.05,0.23,0.29
3318,3,11,14,0.07,0.23,0.29
3319,4,11,14,0.09,0.23,0.29
3320,5,11,14,0.11,0.23,0.29
3321,6,11,14,0.13,0.23,0.29
3322,7,11,14,0.15,0.23,0.29
3323,8,11,14,0.17,0.23,0.29
3324,9,11,14,0.19,0.23,0.29
3325,10,11,14,0.21,0.23,0.29
3326,11,11,14,0.23,0.23,0.29
3327,12,11,14,0.25,0.23,0.29
3328,13,11,14,0.27,0.23,0.29
3329,14,11,14,0.29,0.23,0.29
3330,0,12,14,0.01,0.25,0.29
3331,1,12,14,0.03,0.25,0.29
3332,2,12,14,0.05,0.25,0.29
3333,3,12,14,0.07,0.25,0.29
3334,4,12,14,0.09,0.25,0.29
3335,5,12,14,0.11,0.25,0.29
3336,6,12,14,0.13,0.25,0.29
3337,7,12,14,0.15,0.25,0.29
3338,8,12,14,0.17,0.25,0.29
3339,9,12,14,0.19,0.25,0.29
3340,10,12,14,0.21,0.25,0.29
3341,11,12,14,0.23,0.25,0.29
3342,12,12,14,0.25,0.25,0.29
3343,13,12,14,0.27,0.25,0.29
3344,14,12,14,0.29,0.25,0.29
3345,0,13,14,0.01,0.27,0.29
3346,1,13,14,0.03,0.27,0.29
3347,2,13,14,0.05,0.27,0.29
3348,3,13,14,0.07,0.27,0.29
3349,4,13,14,0.09,0.27,0.29
3350,5,13,14,0.11,0.27,0.29
3351,6,13,14,0.13,0.27,0.29
3352,7,13,14,0.15,0.27,0.29
3353,8,13,14,0.17,0.27,0.29
3354,9,13,14,0.19,0.27,0.29
3355,10,13,14,0.21,0.27,0.29
3356,11,13,14,0.23,0.27,0.29
3357,12,13,14,0.25,0.27,0.29
3358,13,13,14,0.27,0.27,0.29
3359,14,13,14,0.29,0.27,0.29
3360,0,14,14,0.01,0.29,0.29
3361,1,14,14,0.03,0.29,0.29
3362,2,14,14,0.05,0.29,0.29
3363,3,14,14,0.07,0.29,0.29
3364,4,14,14,0.09,0.29,0.29
3365,5,14,14,0.11,0.29,0.29
3366,6,14,14,0.13,0.29,0.29
3367,7,14,14,0.15,0.29,0.29
3368,8,14,14,0.17,0.29,0.29
